area,house_area,house_type,orientation,price,rent_style,title,url
滨江,45㎡,1室1厅,朝南北,2500,整租,天鸿君邑杭二中逸天广场风尚蓝湾中控海创东方通信物美华润超市旁,
江干,74㎡,1室1厅,朝南,2500,整租,原筑壹号 精装修 跃层 整套出租 国庆大 促销价,
江干,78㎡,1室1厅,朝南北,2600,整租,促销原筑壹号 办公淘宝 好房 跃层 和房东签约 不赚差价,
滨江,203㎡,4室2厅,朝南北,6000,整租,逸天广场精装修南北通透全明户型采光佳杭二中国际家长合租,
滨江,137㎡,3室2厅,朝南北,4500,整租,逸天杭二中国际 钱江湾花园 海创园 天鸿君邑 志成大厦附,
江干,92㎡,3室1厅,朝南,2700,整租,"后珠辰秀嘉园简装三室一厅出租,有部分家具家电,房子很不错的",
高新区,56㎡,1室1厅,朝南,2300,整租,世纪城口无国界 大有智慧 海洋 温馨舒适大套一,
朝阳,50㎡,1室1厅,朝南,4200,整租,草房 正规一居 楼下是.......到........2 随时看房 温馨舒适,
朝阳,62㎡,2室1厅,朝南北,6200,整租,百子湾 后现代城 老楼 南北通透 两居室 精装 精装!!!,
丰台,18㎡,3室1厅,朝南,1800,整租,7号线湾子 马连道 国投财富广场 北京西站 首航超市东里次卧,
通州,96㎡,2室2厅,朝南北,5500,整租,六号线 物资学院 草房 常营 正规大二居室出租,
丰台,98㎡,3室1厅,朝南北,8500,整租,万科红经典三居室出租,
燕郊,50㎡,1室1厅,朝南,1500,整租,"燕郊汇福悦榕湾精装一居,家具家电齐全,随时看房,1500双包",
丰台,15㎡,2室1厅,朝南,1200,整租,"丰台新宫德鑫家园,朝向好小单间,短租,月付,随时看房",
顺义,80㎡,2室1厅,朝南北,3300,整租,幸福东区正规两居室家电全新随时入住,
朝阳,110㎡,1室1厅,朝西,16000,整租,禧瑞都物业直租+8套一居室随时看+租房送专属床品!,
朝阳,242㎡,2室2厅,朝西南,48000,整租,年底新房:银泰柏悦居西南高层两居 嘉里 千禧 御金台,
丰台,86㎡,1室1厅,朝南北,2300,整租,鑫湖家园 一居室 精装修 家具齐全 看房方便,
朝阳,18㎡,2户合租,朝南,2500,合租主卧,出租十号线十里河站弘善小区三家合住大主卧随时看房,
西城,218㎡,4室2厅,朝南北,42000,整租,新上 金融街 218平 南北四居 有钥匙 带车位,
朝阳,56㎡,1室1厅,朝南,4800,整租,出租十号线潘家园站松榆西里小区一居室房子出租随时看房,
朝阳,161㎡,3室1厅,朝东西,14000,整租,金泉家园 欧陆经典 嘉铭桐城 九台2000 精装修 房源多多,
海淀,22㎡,1室1厅,朝南,2800,整租,白石桥南 紫竹桥 紫竹院南路 精品平房开间 可宿舍,
西城,98㎡,2室2厅,朝西北,15500,整租,"丰侨公寓高层看花园正规两居,精装,户型方正,落地飘窗,保养好",
江干,62㎡,2室1厅,朝南北,2300,整租,华天苑 久睦苑 好房出租 2300 房间干净清爽 南北通透,
高新区,100㎡,3室2厅,朝南,4000,整租,天府四五街 软件园 长虹腾讯 OCG 大有智慧 峰汇 天香 精装套三,
高新区,129㎡,3室2厅,朝南,3000,整租,高新区天府四街近锦城南府仁美大源复城国际利通时代晶座精装套三,
高新区,180㎡,3室2厅,朝南,4800,整租,良心租房 凤凰城装修套四双卫 复地雍湖湾 中海兰庭 环境优美,
高新区,89㎡,2室1厅,朝南,3600,整租,世纪城口莱普敦 天祥广场 无国界 温馨舒适适合住家套二,
高新区,166㎡,3室2厅,朝南,9500,整租,高新豪宅誉峰银泰公馆1881温馨套三低价 低价急租赶电随时看,
锦江,82㎡,4室1厅,朝南,3200,整租,华韵天府 拎.包入住 装修精美 采光户型好,
青羊,78㎡,2室2厅,朝南,2199,整租,清江西路站旁 公园西 精装套二 家具家电齐全 配套齐全,
高新区,72㎡,2室1厅,朝南,2700,整租,世纪城口天府二街 绿地之窗 无国界 蜀都 温馨舒适好房 急租,
武侯,62㎡,2室2厅,朝南北,2300,整租,火车南站 航空路 精装温馨套2 住家配置 装修不简单,
高新区,89㎡,2室1厅,朝南,3600,整租,世纪城口莱普敦 天祥广场 无国界 现代风格舒适好房 品质小区,
锦江,85㎡,2室1厅,朝东,2900,整租,万达锦华城 精装全齐套二 价格合理 首1次出租 对中庭,
青羊,34㎡,1室0厅,朝东,1800,整租,青羊万达广场 精装修 家电齐全 !!!,
青羊,80㎡,3室2厅,朝南,2200,整租,紧急出租 套三,
丰台,60㎡,2室1厅,朝南北,2600,整租,热房源!云岗北区东里两居室,
朝阳,65㎡,1室0厅,朝南,8000,整租,8000元凯德锦绣全南落地大开出租,
通州,12㎡,5户合租,朝南,850,合租单间,华馨园怡芳园京华园精装单间出租,
昌平,91㎡,2室2厅,朝南北,4100,整租,"纳帕澜郡,精装南北通透两居,出租,4100/月,看房随时有匙",
东城,20㎡,3户合租,朝南,3300,合租次卧,银河 金宝街 协和 朝内南小街精装主卧阳台,
朝阳,137㎡,1室1厅,朝南,28000,整租,北京银泰 南向1居室 国贸 随时看房 同比嘉里 御金台梵悦108,
朝阳,209㎡,3室2厅,朝南北,58000,整租,泛海物业租售部 容郡出租三居!家具配饰豪华!可随时预约看,
通州,15㎡,3户合租,朝南,1350,合租次卧,八通线周边华业东方玫瑰金隅创客迎喜家园土桥裕馨家园高炮师,
丰台,75㎡,2室1厅,朝南,4888,整租,出租五线刘家窑.赵公口桥南贾家花园大两居面积大温馨舒适,
丰台,68㎡,2室1厅,朝南北,2800,整租,云岗南里物资部 2居室 看房随时 先到先得!!,
房山,75㎡,2室1厅,朝南北,2500,整租,良乡送变电公司!明源南街两居室出租!,
房山,93㎡,3室1厅,朝南北,3500,整租,首创伊林郡 三居室家具家电齐全,
江干,89㎡,3室2厅,朝南北,3200,整租,"天阳晴朗,精装自住三房,空调 家具齐全",
江干,20㎡,1室1厅,朝南,1400,整租,广宇上东精装单间急租 可做饭,
上城,145㎡,3室2厅,朝东南,7800,整租,"三个女生合租正合适,没出租过,家私都是精心挑选的,停车方便!",
上城,335㎡,5室3厅,朝南北,25000,整租,复式结构 (带双车位) 地一次出租,
高新区,127㎡,3室2厅,朝南,4000,整租,高新区天府一街 环球世纪城旁 两江国际 航天城上城 精装套三,
高新区,100㎡,3室2厅,朝南,3800,整租,天府三街 软件园 腾讯 OCG 无国界 大有智慧 峰汇 精装套三带阳台,
高新西区,123㎡,3室2厅,朝南,3600,整租,西芯小学沃尔玛电子科大外国语学校中海国际好房出租,
武侯,72㎡,1室1厅,朝南北,6500,整租,保利装修 直接 双物业,
高新区,105㎡,3室2厅,朝南,3700,整租,天府二街 高新伊藤旁 复地雍湖湾 中海兰庭华润凤凰城 精装套三-,
成华,43㎡,1室1厅,朝南,1800,整租,明信鹭湾,
锦江,82㎡,2室1厅,朝南,3300,整租,"家的感觉,温馨舒适安静卫生,房东急租,",
高新区,108㎡,3室2厅,朝南,5600,整租,高新区 天府二街 中海兰庭 华润凤凰城二期 精装套三 顶楼,
武侯,82㎡,1室1厅,朝南北,7000,整租,保利 产权 地标建筑 繁华地段 双物业,
高新区,138㎡,3室2厅,朝南,2900,整租,高新天府二街 大源公园 复地雍湖湾 雅颂居 凤凰城 精装套三低价,
天府新区,125㎡,3室2厅,朝南北,3000,整租,"亲水湾,二楼带60平台花园,套三双卫,精装全齐出租3000!",
锦江,109㎡,4室2厅,朝东南,5000,整租,攀成钢中粮鸿云!经典4室2厅5000元!免费点击!免费看房!,
武侯,86㎡,2室2厅,朝南,3000,整租,火车南站 城南天府 城市春天 时代晶科 南城都汇 精装套二,
锦江,80㎡,1室1厅,朝南北,4099,整租,"万达锦华城,一个发财致富的地方,空房等你哦",
高新区,147㎡,3室2厅,朝南,6000,整租,龙湖世纪峰景 高层视野广 天鹅湖独特大阳台 世纪城地/铁口棕榈泉,
青羊,61㎡,1室1厅,朝南北,2500,整租,证大正府出租需要的联系,
朝阳,170㎡,3室2厅,朝南,21000,整租,望京东湖湾170平米3居 精装修出租,
朝阳,242㎡,2室2厅,朝南,55000,整租,"一路向西看,长安街尽收眼底!银泰两居出租,同看新成国际",
龙泉,80㎡,2室2厅,朝南,1200,整租,香水城 电梯房 1200入住高品质小区 你还在等什么,
高新区,60㎡,2室2厅,朝南,2800,整租,世纪城口 蜀都 东方希望天祥广场 天荟 精装舒适套二,
高新区,120㎡,2室2厅,朝南,6000,整租,新会展天鹅湖花园 豪装套二 有阳台 棕榈泉 龙湖世纪峰景软件园旁,
高新区,123㎡,3室2厅,朝南,4800,整租,天府一街 高新环球旁 天悦府 汇锦城 中环岛 精装套三 近水街,
高新区,89㎡,2室1厅,朝南,2800,整租,世纪城口天祥广场 蜀都 绿地之窗 精装舒适温馨套二租,
武侯,145㎡,3室2厅,朝南,3500,整租,火车南站旁 富森美家居 宜家 都会路苑 城南天府 精装套三,
锦江,56㎡,1室2厅,朝南,2800,整租,百闻不如一见!56平1室一般装修献给懂得享受的你,
高新区,89㎡,2室1厅,朝南,2800,整租,世纪城口天祥广场 蜀都 绿地之窗 温馨舒适好房租,
锦江,58㎡,2室1厅,朝东,2500,整租,春熙路 盐市口成师 阳光365精装套二,
武侯,88㎡,3室2厅,朝南,4500,整租,一环路 荣国府 精装套三 跃层 超di价 随时看,
高新区,78㎡,2室1厅,朝南,2700,整租,世纪城口绿地之窗 天祥广场 无国界 温馨现代小清新风格套二,
锦江,57㎡,1室1厅,朝南北,2100,整租,财富标准套一 只租2100有阳台哦 要租的赶紧,
锦江,70㎡,3室1厅,朝南,2300,整租,华韵天府 拎.包入住 树.德 锦外旁 租金实惠,
成华,70㎡,2室2厅,朝东南,2200,整租,银玺国际 17楼 套二 70平 2200元/月 全装 全齐 3空调,
高新区,200㎡,4室2厅,朝南,8500,整租,统装地暖 誉峰 棕榈泉 全景落地窗 龙湖 眺望江滩公园 天鹅湖大户,
高新区,100㎡,3室2厅,朝南,3200,整租,城南 口 美年广场 对中庭 随时看房,
锦江,123㎡,3室2厅,朝南,4000,整租,万达锦华城 对中庭精装 端头位置 方便、好找 空房带空调,
青羊,48㎡,1室1厅,朝东,3200,整租,"珊顿道正府街物管直租,精装,随时看房",
武侯,90㎡,2室1厅,朝东西,3600,整租,桐梓林DT口 水漪袅铜套二出租 家具家电齐全 看房方便 伶包入住,
武侯,65㎡,2室1厅,朝南,2200,整租,武侯大道 优博国际 精装套二带空调 随时看房 租金低,
温江,79㎡,2室2厅,朝南,1500,整租,家电家具齐全 适合长租的你,
锦江,41㎡,1室1厅,朝南,1500,整租,永辉商场 2号线旁 鑫苑名家 精装房 2楼临街 人气旺 性价高!,
武侯,89㎡,3室2厅,朝南,2600,整租,新双楠 中华名园二期 家电齐全,
新都,60㎡,2室2厅,朝南,1300,整租,友盛幸福居 简装套二 LIN包入住,
高新区,43㎡,2室2厅,朝南,2000,整租,广都口名著司南就在套二出租,
温江,89㎡,2室2厅,朝东南,1300,整租,品质小区江南房子套二出租了,
武侯,79㎡,2室2厅,朝南,2600,整租,你想要租的好房子出来了 富森美家乐福 城市春天 南城都汇 欧尚,
高新区,131㎡,3室2厅,朝南,6000,整租,环球旁 世纪城天祥广场 天悦府精装三室 大源带阳台 清新风格,
高新区,56㎡,1室1厅,朝南,2300,整租,天府三街口无国界 大有智慧 香年广场 温馨舒适住家大套一 急,
高新区,55㎡,1室1厅,朝南,1800,整租,良心租房 世纪城口 公园旁 软件园 汇锦城 智地哥谭 保利星座,
高新区,112㎡,3室2厅,朝南,8500,整租,超低劲爆价8500急租 费尔蒙豪宅大三室 全新家具家电 配健身会所,
高新区,89㎡,2室2厅,朝南,2800,整租,世纪城口东方希望天祥广场 蜀都 润莱金座精装套二出租,
高新区,40㎡,1室1厅,朝南,1500,整租,天府三街 保利星座利通时代晶座仁美大源印象 精装标间,
高新区,89㎡,2室2厅,朝南,3400,整租,时代晶科 南城都汇四期中海翠屏湾精装套二住家装修随时看房入住,
高新区,87㎡,2室1厅,朝南,2800,整租,世纪城口蜀都 天祥广场 温馨舒适住家套二 交通便利急租,
高新区,171㎡,3室2厅,朝南,8500,整租,火车南站 出租 豪华装修空调带地暖花卉豪装套四慢无,
高新区,89㎡,2室2厅,朝南,3800,整租,蜀都中.心套二 世纪城地/铁口 金控时代 绿地之窗 新会展套房,
高新区,101㎡,3室2厅,朝南,3500,整租,高新区天府二街世纪城蜀都套三双卫 标准,
高新区,171㎡,3室2厅,朝南,1300,整租,高新区火车南站口 南延新苑 城市春天 单间出租,
高新区,56㎡,1室1厅,朝南,2300,整租,世纪城口无国界 大有智慧 海洋 温馨舒适大套一,
高新区,180㎡,3室2厅,朝南,4800,整租,良心租房 凤凰城装修套四双卫 复地雍湖湾 中海兰庭 环境优美,
金牛,118㎡,3室2厅,朝南北,2100,整租,店长推荐!套三电梯2100 家电家具齐全,
青羊,50㎡,1室1厅,朝南,1800,整租,青羊万达精装套一 4西站青羊工业 免中介费,
武侯,128㎡,2室1厅,朝南北,7800,整租,桐梓林 首座 精装套二 安静不临街 带地暖,
锦江,91㎡,2室2厅,朝东南,6800,整租,太古里 东大街精装两居室 西部国际金融 欢迎来电免费挂房,
龙泉,86㎡,2室2厅,朝南,1400,整租,霏红榭 套二好房 动静结合 悠然自得!!!,
武侯,82㎡,2室1厅,朝南北,1600,整租,西部智谷、慧谷旁精装套二家电齐全随时可看房,
锦江,80㎡,1室2厅,朝南北,7300,整租,恒大都汇华庭 舒享大一居 带会所大阳台 太古里IFS隔街相望,
青羊,51㎡,1室1厅,朝南,2000,整租,欧韵金沙 套一 住家装修 采光优良 对中庭,
武侯,45㎡,1室1厅,朝南,1500,整租,月付全装套一家具家电齐五大花园金楠天街晋阳,
龙泉,89㎡,3室2厅,朝南北,1800,整租,果壳里的城 地铁沿线 精装套三 吾悦广场旁 家具家电齐全 急,
锦江,90㎡,3室2厅,朝南,2500,整租,精装全新空房 望江锦园 万达静居寺 住家都可以,
金牛,84㎡,2室1厅,朝东,1700,整租,宏源新居 精装套二 家电齐全 !!急 急,
高新区,85㎡,1室1厅,朝南,4000,整租,"火车南站口,欧尚,宜家,叠翠峰,套一出租,4000",
高新区,55㎡,1室1厅,朝南,2900,整租,就此一套了 金融城 枫丹国际 布鲁明顿广场精装套1 孵化园,
高新区,15㎡,3室2厅,朝南,700,整租,"火车南站口 长城南苑 都会路苑房屋特价出租 大量单间,",
武侯,111㎡,3室2厅,朝南,3500,整租,中海 套三双卫+车位 欧式装修 初次出租,
天府新区,66㎡,3室2厅,朝南,1800,整租,怡心湖 口 软件园 欧尚 益州国际广场 精装套三,
高新区,54㎡,1室1厅,朝南,2000,整租,火车南站 高新 南城都汇 翠屏湾精装套一 叠翠峰 财富领域,
高新区,92㎡,2室2厅,朝南,4000,整租,棕榈泉 世纪城 天祥 蜀都 润莱金座 天鹅湖花园英郡豪装套二,
武侯,75㎡,2室2厅,朝南,2500,整租,口 新小区 精装套二 出次出租 钥匙在手,
高新区,112㎡,3室2厅,朝南,8500,整租,新鲜出炉 费尔蒙奢华全配三居8500急租 环球软件园旁 配健身会所,
天府新区,83㎡,3室2厅,朝南,2500,整租,精装套三 剑南大道 口 华府 华阳车站 欧尚,
武侯,115㎡,3室2厅,朝东西,3700,整租,"城南国际社区桐梓林中华园精装套三出租,别墅品质,温馨文艺之家",
高新区,85㎡,1室1厅,朝南北,4000,整租,"火车南站地,铁 叠翠峰 品质小区 价格美丽",
青羊,78㎡,1室2厅,朝东南,5600,整租,天府广场雄飞太升南路恒大广场春熙路恒大都汇华庭时代豪庭,
武侯,60㎡,1室1厅,朝南,2400,整租,城南舒适套一安静不临街 可 川西门与王府井旁梦想家,
锦江,80㎡,2室2厅,朝南,2000,整租,"交大绿岭一期精装,精品,随时看房",
双流,65㎡,2室2厅,朝南北,1600,整租,低价出租套二1600,
天府新区,93㎡,3室2厅,朝南,2500,整租,来电就!保利叶语 精装三房 不临街 家电全齐四个空调,
高新区,76㎡,1室1厅,朝南,2900,整租,火车南站 凯德天府 富森美建材 康普雷斯 精装商用空房 随时入住,
武侯,88㎡,3室2厅,朝西南,4500,整租,二环高架 倪家桥站 首航欣程 精装套三 对中庭,
高新区,111㎡,3室2厅,朝南,6000,整租,火车南站欧城 首座 欧尚 凯丹 富森美 桐梓林一号精装全齐套三,
锦江,58㎡,1室1厅,朝南,1500,整租,"急租,经典跃层 空间利用的很好 不要犹豫",
龙泉,72㎡,2室2厅,朝西,1800,整租,配置齐全 随时入住 低楼层 地贴4号线双站,
